FilePath,Project,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadOnlyEhcacheEntityRegionAccessStrategy.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/CollectionStats.java,hibernate-5.0,3,0,0,1,3,33.33333333333333
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheHibernateMbeanNames.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/QueryStats.java,hibernate-5.0,3,3,3,1,3,33.33333333333333
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/ProviderMBeanRegistrationHelper.java,hibernate-5.0,3,0,0,2,3,66.66666666666666
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/NullHibernateStats.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/AbstractEmitterBean.java,hibernate-5.0,1,0,0,0,1,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/BeanUtils.java,hibernate-5.0,2,0,0,0,2,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/CacheRegionStats.java,hibernate-5.0,3,0,0,1,3,33.33333333333333
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheHibernateMBeanRegistration.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheHibernateMBeanRegistrationImpl.java,hibernate-5.0,2,0,0,1,2,50.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheStatsImpl.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EntityStats.java,hibernate-5.0,3,0,0,1,3,33.33333333333333
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/HibernateStatsImpl.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/CacheRegionUtils.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/package-info.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheHibernate.java,hibernate-5.0,1,0,0,0,1,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/AbstractEhcacheRegionFactory.java,hibernate-5.0,2,0,0,0,2,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/EhCacheRegionFactory.java,hibernate-5.0,2,0,0,0,2,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/EhCacheMessageLogger.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/StrategyRegistrationProviderImpl.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/package-info.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/test/java/org/hibernate/test/type/Java8DateTimeTests.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/LocalDateType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/DurationType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/LocalTimeType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/LocalDateTimeType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/ZonedDateTimeType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/OffsetDateTimeType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/InstantType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/OffsetTimeJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/InstantJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/OffsetDateTimeJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/ZonedDateTimeJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/LocalDateTimeJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/LocalDateJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/LocalTimeJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/descriptor/java/DurationJavaDescriptor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/OffsetTimeType.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/hibernate-java8/src/main/java/org/hibernate/type/Java8DateTimeTypeContributor.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/envers/src/test/java/org/hibernate/tutorial/envers/Event.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/envers/src/test/java/org/hibernate/tutorial/envers/EnversIllustrationTest.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/basic/src/test/java/org/hibernate/tutorial/hbm/Event.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/basic/src/test/java/org/hibernate/tutorial/hbm/NativeApiIllustrationTest.java,hibernate-5.0,1,0,0,1,1,100.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/annotations/src/test/java/org/hibernate/tutorial/annotations/Event.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/annotations/src/test/java/org/hibernate/tutorial/annotations/AnnotationsIllustrationTest.java,hibernate-5.0,1,0,0,1,1,100.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/entitymanager/src/test/java/org/hibernate/tutorial/em/Event.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/asciidoc/quickstart/tutorials/entitymanager/src/test/java/org/hibernate/tutorial/em/EntityManagerIllustrationTest.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/manual-old/en-US/extras/jacc-event-reg-example.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/DeletingWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ManagedUpdateWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ManagedUpdateWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ContainsWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/RefreshWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ReattachingWithSession2.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/UnwrapWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/MakingPersistentWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/CheckingLazinessWithJPA2.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/GetReferenceWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/LoadWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/MakingPersistentWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/CheckingLazinessWithJPA.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/VisualizingMerge.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/DeletingWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/GetReferenceWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/RefreshWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ContainsWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/MergeWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/MergeWithSession.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/ReattachingWithSession1.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/NaturalIdLoading.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/LoadWithEM.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/SimpleNaturalIdLoading.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/pc/extras/CheckingLazinessWithHibernate.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native3.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native2.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native9.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native5.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/jpa2.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native4.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native8.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/jpa1.java,hibernate-5.0,0,0,0,0,0,0.0
/Users/asiftanim/Downloads/hibernate-orm-5.0.0.Final/documentation/src/main/docbook/userGuide/en-US/chapters/bootstrap/extras/native7.java,hibernate-5.0,0,0,0,0,0,0.0
